Bauwerk Name;Bauwerkselement Name;Bauwerkselement Typ;Bauwerkselement Nummer;Bauwerkselement Niveau;X-Koordinate;Y-Koordinate;Bauwerksreferenzort Nummer;Bauwerkselement Exportnummer
S Flughafen Berlin-Schönefeld Bhf;Bahnsteig Gleis 3+5, Treppe zur Unterführung;Zwischenpunkt;21;0;13,513060;52,391434;;300178021
S Flughafen Berlin-Schönefeld Bhf;Bahnsteig Gleis 4;ÖV;2;0;13,512432;52,391451;;300178002
S Flughafen Berlin-Schönefeld Bhf;Bahnsteig Gleis 4+6, Rampe zur Unterführung;Zwischenpunkt;24;0;13,512115;52,391341;;300178024
S Flughafen Berlin-Schönefeld Bhf;Bahnsteig Gleis 4+6, Treppe zur Unterführung;Zwischenpunkt;23;0;13,512791;52,391658;;300178023
S Flughafen Berlin-Schönefeld Bhf;Bahnsteig Gleis 5;ÖV;54;0;13,512715;52,391231;;300178054
S Flughafen Berlin-Schönefeld Bhf;Bahnsteig Gleis 6;ÖV;55;0;13,512330;52,391518;;300178055
S Flughafen Berlin-Schönefeld Bhf;Bahnsteig Gleis 7+9 (Fernbahn);ÖV;3;0;13,512816;52,391152;;300178003
S Flughafen Berlin-Schönefeld Bhf;Bahnsteig Gleis 7+9, Rampe zur Unterführung;Zwischenpunkt;26;0;13,512588;52,390975;;300178026
S Flughafen Berlin-Schönefeld Bhf;Bahnsteig Gleis 7+9, Treppe zur Unterführung;Zwischenpunkt;25;0;13,513274;52,391300;;300178025
S Flughafen Berlin-Schönefeld Bhf;Bushaltestelle Bahnhofsvorplatz 1. Busspur;Zugang und ÖV;15;0;13,513265;52,390582;;300178015
S Flughafen Berlin-Schönefeld Bhf;Bushaltestelle Bahnhofsvorplatz 2. Busspur;Zugang und ÖV;16;0;13,513206;52,390495;;300178016
S Flughafen Berlin-Schönefeld Bhf;Bushaltestelle Bahnhofsvorplatz 3. Busspur;Zugang und ÖV;17;0;13,513014;52,390411;;300178017
S Flughafen Berlin-Schönefeld Bhf;Bushaltestelle Bahnhofsvorplatz 4. Busspur;Zugang und ÖV;9;0;13,512936;52,390359;;300178009
S Flughafen Berlin-Schönefeld Bhf;Bushaltestelle Bahnhofsvorplatz 5. Busspur;Zugang und ÖV;19;0;13,512769;52,390295;;300178019
S Flughafen Berlin-Schönefeld Bhf;Bushaltestelle Bahnhofsvorplatz 6. Busspur;Zugang und ÖV;20;0;13,512668;52,390231;;300178020
S Flughafen Berlin-Schönefeld Bhf;Bushaltestelle Mittelstraße;Zugang und ÖV;13;0;13,514135;52,390505;;300178013
S Flughafen Berlin-Schönefeld Bhf;Flughafenausgang, Rampe zur Unterführung;Zwischenpunkt;45;0;13,514405;52,390430;;300178045
S Flughafen Berlin-Schönefeld Bhf;Flughafenausgang, Treppe zur Unterführung;Zwischenpunkt;46;0;13,514295;52,390436;;300178046
S Flughafen Berlin-Schönefeld Bhf;S Flughafen Berlin-Schönefeld Bhf;Bauwerk;178;;13,513522;52,390792;260005;900260005
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Rampe zum Bahnsteig Gleis 11+13 (S-Bahn);Zwischenpunkt;36;-2;13,513309;52,391034;;300178036
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Rampe zum Bahnsteig Gleis 3+5;Zwischenpunkt;30;-2;13,512889;52,391358;;300178030
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Rampe zum Bahnsteig Gleis 4+6;Zwischenpunkt;32;-2;13,512617;52,391581;;300178032
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Rampe zum Bahnsteig Gleis 7+9;Zwischenpunkt;34;-2;13,513076;52,391211;;300178034
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Rampe zum Flughafenausgang;Zwischenpunkt;39;-2;13,514154;52,390370;;300178039
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Rampe zum Zugang Rudower Chaussee;Zwischenpunkt;37;-2;13,512341;52,391825;;300178037
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Rampe zum Zwischengeschoss;Zwischenpunkt;38;-2;13,513494;52,390887;;300178038
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Treppe zum Bahnsteig Gleis 11+13 (S-Bahn);Zwischenpunkt;35;-2;13,513355;52,391056;;300178035
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Treppe zum Bahnsteig Gleis 3+5;Zwischenpunkt;29;-2;13,512931;52,391380;;300178029
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Treppe zum Bahnsteig Gleis 4+6;Zwischenpunkt;31;-2;13,512660;52,391601;;300178031
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Treppe zum Bahnsteig Gleis 7+9;Zwischenpunkt;33;-2;13,513119;52,391238;;300178033
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Treppe zum Flughafenausgang;Zwischenpunkt;40;-2;13,514205;52,390393;;300178040
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Treppe zum Zugang Am Seegraben;Zwischenpunkt;47;-2;13,513612;52,390784;;300178047
S Flughafen Berlin-Schönefeld Bhf;Unterführung, Treppe zur Bahnhofshalle;Zwischenpunkt;41;-2;13,513532;52,390910;;300178041
S Flughafen Berlin-Schönefeld Bhf;Zugang (am Flughafen) Am Seegraben zur Bushaltestellen;Zugang;12;0;13,514403;52,390532;;300178012
S Flughafen Berlin-Schönefeld Bhf;Zugang Am Seegraben, vom und zum Flughafen;Zugang;11;0;13,514591;52,390396;;300178011
S Flughafen Berlin-Schönefeld Bhf;Zugang (Rampe) Am Seegraben/Bushaltestellen;Zugang;8;0;13,513470;52,390803;;300178008
S Flughafen Berlin-Schönefeld Bhf;Zugang (Rampe) Rudower Chaussee;Zugang;5;0;13,511586;52,391463;;300178005
S Flughafen Berlin-Schönefeld Bhf;Zugang (Treppe) Am Seegraben;Zugang;7;0;13,513333;52,390645;;300178007
S Flughafen Berlin-Schönefeld Bhf;Zugang (Treppe) Am Seegraben/Bushaltestellen;Zugang;6;0;13,512861;52,390517;;300178006
S Flughafen Berlin-Schönefeld Bhf;Zwischengeschoss, Rampe zum Zugang Am Seegraben/Bushaltestellen;Zwischenpunkt;43;-1;13,512896;52,390532;;300178043
S Flughafen Berlin-Schönefeld Bhf;Zwischengeschoss, Rampe zur Unterführung;Zwischenpunkt;48;-1;13,512834;52,390577;;300178048
S Flughafen Berlin-Schönefeld Bhf;Zwischengeschoss, Treppe zum Zugang Am Seegraben/Bushaltestellen;Zwischenpunkt;42;-1;13,512883;52,390528;;300178042
S Fredersdorf;Bahnsteig, Aufzug zur Überführung;Zwischenpunkt;10;0;13,761594;52,526349;;300818010
S Fredersdorf;Bahnsteig Gleis 15;ÖV;1;0;13,760431;52,526212;;300818001
S Fredersdorf;Bahnsteig Gleis 16;ÖV;17;0;13,760409;52,526271;;300818017
S Fredersdorf;Bahnsteig, Treppe zur Überführung;Zwischenpunkt;9;0;13,761309;52,526325;;300818009
S Fredersdorf;Bushalt Brückenstraße am Parkplatz;Zugang und ÖV;8;0;13,762056;52,525535;;300818008
S Fredersdorf;S Fredersdorf;Bauwerk;818;;13,761324;52,526461;320006;900320006
S Fredersdorf;Überführung, Aufzug zum Bahnsteig;Zwischenpunkt;12;1;13,761593;52,526349;;300818012
S Fredersdorf;Überführung, Aufzug zum südlichen Vorplatz;Zwischenpunkt;16;1;13,761632;52,525970;;300818016
S Fredersdorf;Überführung, Aufzug zum Zugang Bahnhofstr.;Zwischenpunkt;14;1;13,761517;52,526474;;300818014
S Fredersdorf;Überführung, Treppe zum Bahnsteig;Zwischenpunkt;11;1;13,761527;52,526345;;300818011
S Fredersdorf;Überführung, Treppe zum südlichen Vorplatz;Zwischenpunkt;15;1;13,761630;52,525996;;300818015
S Fredersdorf;Überführung, Treppe zum Zugang Bahnhofstr.;Zwischenpunkt;13;1;13,761527;52,526449;;300818013
S Fredersdorf;Zugang (Aufzug) Bahnhofstraße;Zugang;3;0;13,761517;52,526474;;300818003
S Fredersdorf;Zugang (Aufzug) südlicher Vorplatz;Zugang;5;0;13,761633;52,525970;;300818005
S Fredersdorf;Zugang (Treppe) Bahnhofstraße;Zugang;2;0;13,761790;52,526468;;300818002
S Fredersdorf;Zugang (Treppe) südlicher Vorplatz am Parkplatz;Zugang;4;0;13,761859;52,525950;;300818004
S Fredersdorf/Nordseite;Bushalt Am Bahnhof vor Bahnhofstraße;Zugang und ÖV;2;0;13,763238;52,526644;;302387002
S Fredersdorf/Nordseite;Bushalt Nord;Zugang und ÖV;1;0;13,762943;52,526834;;302387001
S Fredersdorf/Nordseite;S Fredersdorf/Nordseite;Bauwerk;2387;;13,763306;52,526647;320009;900320009
S Friedenau (Berlin);Bahnsteig Aufzug zur Unterführung;Zwischenpunkt;7;0;13,340541;52,469949;;300234007
S Friedenau (Berlin);Bahnsteig Gleis 1;ÖV;1;0;13,341332;52,470624;;300234001
S Friedenau (Berlin);Bahnsteig Gleis 2;ÖV;4;0;13,341429;52,470598;;300234004
S Friedenau (Berlin);Bahnsteig Treppe zur Unterführung;Zwischenpunkt;6;0;13,340728;52,470102;;300234006
S Friedenau (Berlin);S Friedenau (Berlin);Bauwerk;234;;13,340598;52,470002;60101;900060101
S Friedenau (Berlin);Unterführung Aufzug zum Bahnsteig;Zwischenpunkt;9;-1;13,340545;52,469952;;300234009
S Friedenau (Berlin);Unterführung Aufzug zum Zugang Baumeisterstraße/Bahnhofstraße;Zwischenpunkt;12;-1;13,340331;52,470078;;300234012
S Friedenau (Berlin);Unterführung Rampe zum Zugang Rembrandtstraße;Zwischenpunkt;11;-1;13,340645;52,469952;;300234011
S Friedenau (Berlin);Unterführung Treppe zum Bahnsteig;Zwischenpunkt;8;-1;13,340620;52,470011;;300234008
S Friedenau (Berlin);Unterführung Treppe zum Zugang Baumeisterstraße/Bahnhofstraße;Zwischenpunkt;10;-1;13,340476;52,470039;;300234010
S Friedenau (Berlin);Zugang (Aufzug) Baumeisterstraße/Bahnhofstraße;Zugang;13;0;13,340318;52,470087;;300234013
S Friedenau (Berlin);Zugang (Rampe) Rembrandtstraße;Zugang;3;0;13,341250;52,469655;;300234003
S Friedenau (Berlin);Zugang (Treppe) Baumeisterstraße/Bahnhofstraße;Zugang;2;0;13,340337;52,470103;;300234002
S Friedrichsfelde Ost (Berlin);Bahnsteig, Aufzug zum Zugangsbereich Rhinstr. (Brücke);Zwischenpunkt;16;-1;13,518726;52,514136;;300176016
S Friedrichsfelde Ost (Berlin);Bahnsteig Gleis 1;ÖV;23;-1;13,519860;52,514074;;300176023
S Friedrichsfelde Ost (Berlin);Bahnsteig Gleis 2;ÖV;1;-1;13,519861;52,514148;;300176001
S Friedrichsfelde Ost (Berlin);Bahnsteig Treppe (Ost) zum Übergang;Zwischenpunkt;13;-1;13,520276;52,514104;;300176013
S Friedrichsfelde Ost (Berlin);Bahnsteig Treppe (West) zum Übergang;Zwischenpunkt;14;-1;13,519897;52,514116;;300176014
S Friedrichsfelde Ost (Berlin);Bahnsteig Treppe zum Zugangsbereich Rhinstraße (Brücke);Zwischenpunkt;15;-1;13,518686;52,514142;;300176015
S Friedrichsfelde Ost (Berlin);Bushalt Seddiner Straße hinter Rhinstraße;Zugang und ÖV;10;0;13,520312;52,513388;;300176010
S Friedrichsfelde Ost (Berlin);Bushalt Seddiner Straße im Bushafen hintere Spur;Zugang und ÖV;8;0;13,520610;52,513653;;300176008
S Friedrichsfelde Ost (Berlin);Bushalt Seddiner Straße im Bushafen in der Einfahrt;Zugang und ÖV;6;0;13,521338;52,513695;;300176006
S Friedrichsfelde Ost (Berlin);Bushalt Seddiner Straße im Bushafen in der Einfahrt;Zugang und ÖV;7;0;13,521170;52,513817;;300176007
S Friedrichsfelde Ost (Berlin);Bushalt Seddiner Straße im Bushafen mittlere Spur;Zugang und ÖV;22;0;13,520476;52,513655;;300176022
S Friedrichsfelde Ost (Berlin);Bushalt Seddiner Straße im Bushafen vordere Spur;Zugang und ÖV;4;0;13,520331;52,513619;;300176004
S Friedrichsfelde Ost (Berlin);Bushalt Seddiner Straße vor Rhinstraße;Zugang und ÖV;9;0;13,520505;52,513448;;300176009
S Friedrichsfelde Ost (Berlin);S Friedrichsfelde Ost (Berlin);Bauwerk;176;;13,520043;52,513747;171002;900171002
S Friedrichsfelde Ost (Berlin);Tramsteig 1 Richtung Norden;Zugang und ÖV;11;0;13,519114;52,513741;;300176011
S Friedrichsfelde Ost (Berlin);Tramsteig 2 Richtung Süden;Zugang und ÖV;12;0;13,518932;52,513741;;300176012
S Friedrichsfelde Ost (Berlin);Übergang, Treppe (Ost) zum Bahnsteig;Zwischenpunkt;19;1;13,520129;52,514112;;300176019
S Friedrichsfelde Ost (Berlin);Übergang, Treppe (West) zum Bahnsteig;Zwischenpunkt;20;1;13,520051;52,514114;;300176020
S Friedrichsfelde Ost (Berlin);Übergang, Treppe zum Zugang (Treppe) Rhinstr./Seddiner Str.;Zwischenpunkt;21;1;13,520069;52,513744;;300176021
S Friedrichsfelde Ost (Berlin);Zugang Rhinstraße (Brücke);Zugang;2;0;13,518781;52,514116;;300176002
S Friedrichsfelde Ost (Berlin);Zugang (Treppe) Rhinstraße/Seddiner Straße;Zugang;3;0;13,520063;52,513696;;300176003
S Friedrichsfelde Ost (Berlin);Zugangsbereich Rhinstraße (Brücke) Aufzug zum Bahnsteig;Zwischenpunkt;18;0;13,518713;52,514137;;300176018
S Friedrichsfelde Ost (Berlin);Zugangsbereich Rhinstraße (Brücke) Treppe zum Bahnsteig;Zwischenpunkt;17;0;13,518716;52,514116;;300176017
S Friedrichshagen (Berlin);Bahnsteig, Aufzug zur Eingangshalle;Zwischenpunkt;53;1;13,624936;52,457365;;300266053
S Friedrichshagen (Berlin);Bahnsteig Gleis 1;ÖV;50;1;13,623201;52,457463;;300266050
S Friedrichshagen (Berlin);Bahnsteig Gleis 4;ÖV;51;1;13,623201;52,457301;;300266051
S Friedrichshagen (Berlin);Bahnsteig, Treppe zur Eingangshalle;Zwischenpunkt;52;1;13,624761;52,457321;;300266052
S Friedrichshagen (Berlin);Eingangshalle, Aufzug zum Bahnsteig;Zwischenpunkt;43;0;13,624936;52,457367;;300266043
S Friedrichshagen (Berlin);Eingangshalle, Treppe zum Bahnsteig;Zwischenpunkt;42;0;13,624969;52,457318;;300266042
S Friedrichshagen (Berlin);Ersatzhaltestelle Bölschestraße hinter Am Goldmannpark;Zugang und ÖV;6;0;13,625176;52,455626;;300266006
S Friedrichshagen (Berlin);Ersatzhaltestelle Bölschestraße vor Am Goldmannpark;Zugang und ÖV;5;0;13,625390;52,455580;;300266005
S Friedrichshagen (Berlin);Ersatzhaltestelle Fürstenwalder Damm vor Bölschestraße;Zugang und ÖV;7;0;13,626374;52,456970;;300266007
S Friedrichshagen (Berlin);Ersatzhaltestelle Fürstenwalder Damm vor Bölschestraße;Zugang und ÖV;8;0;13,624731;52,456843;;300266008
S Friedrichshagen (Berlin);Nebenzugang Schöneicher Straße;Zugang;40;0;13,625098;52,457446;;300266040
S Friedrichshagen (Berlin);S Friedrichshagen (Berlin);Bauwerk;266;;13,625462;52,457090;182002;900182002
S Friedrichshagen (Berlin);Tram- und Bushaltestelle Bölschestraße hinter Fürstenwalder Damm;Zugang und ÖV;3;0;13,625256;52,456222;;300266003
S Friedrichshagen (Berlin);Tram- und Bushaltestelle Bölschestraße vor Fürstenwalder Damm;Zugang und ÖV;4;0;13,625465;52,456256;;300266004
S Friedrichshagen (Berlin);Tram- und Bussteig Fürstenwalder Damm vor Bölschestraße;Zugang und ÖV;1;0;13,626321;52,456895;;300266001
S Friedrichshagen (Berlin);Tramsteig Fürstenwalder Damm hinter Bölschestraße;Zugang und ÖV;2;0;13,626321;52,456875;;300266002
S Friedrichshagen (Berlin);Tramsteig Schöneicher Straße;Zugang und ÖV;9;0;13,626673;52,457674;;300266009
S Friedrichshagen (Berlin);Zugang Bölschestraße/Schöneicher Straße;Zugang;41;0;13,625337;52,457312;;300266041
S Frohnau (Berlin);Bahnhofshalle, Aufzug zum Bahnsteig;Zwischenpunkt;10;0;13,289545;52,632913;;300257010
S Frohnau (Berlin);Bahnhofshalle, Fahrtreppe vom Bahnsteig;Zwischenpunkt;11;0;13,289618;52,632938;;300257011
S Frohnau (Berlin);Bahnhofshalle, Treppe zum Bahnsteig;Zwischenpunkt;9;0;13,289593;52,632931;;300257009
S Frohnau (Berlin);Bahnsteig, Aufzug zur Bahnhofshalle;Zwischenpunkt;7;-1;13,289532;52,632916;;300257007
S Frohnau (Berlin);Bahnsteig, Fahrtreppe zur Bahnhofshalle;Zwischenpunkt;8;-1;13,289817;52,632757;;300257008
S Frohnau (Berlin);Bahnsteig Gleis 1;ÖV;1;-1;13,290440;52,632307;;300257001
S Frohnau (Berlin);Bahnsteig Gleis 2;ÖV;15;-1;13,290322;52,632260;;300257015
S Frohnau (Berlin);Bahnsteig, Treppe zur Bahnhofshalle;Zwischenpunkt;6;-1;13,289791;52,632749;;300257006
S Frohnau (Berlin);Bushalt, Ludolfingerplatz hinter Welfenallee;Zugang und ÖV;4;0;13,288735;52,632425;;300257004
S Frohnau (Berlin);Bushalt, Ludolfingerplatz vor Maximiliankorso;Zugang und ÖV;5;0;13,287879;52,632916;;300257005
S Frohnau (Berlin);Bushalt, Ludolfingerplatz vor Welfenallee;Zugang und ÖV;14;0;13,288477;52,632051;;300257014
S Frohnau (Berlin);S Frohnau (Berlin);Bauwerk;257;;13,289564;52,632958;92201;900092201
S Frohnau (Berlin);Zugang Frohnauer Brücke;Zugang;2;0;13,289527;52,632989;;300257002
S Frohnau (Berlin);Zugang (Stufen) Ludolfinger Platz;Zugang;3;0;13,289195;52,632804;;300257003
S Gehrenseestr. (Berlin);Bahnsteig Gleis 51;ÖV;1;-2;13,524971;52,556308;;300186001
S Gehrenseestr. (Berlin);Bahnsteig Gleis 52;ÖV;13;-2;13,524877;52,556274;;300186013
S Gehrenseestr. (Berlin);Bahnsteig Treppe zum Podest;Zwischenpunkt;6;-2;13,525369;52,555822;;300186006
S Gehrenseestr. (Berlin);Bushalt Gehrenseestraße hinter Gehrenseebrücke;Zugang und ÖV;5;0;13,526976;52,556238;;300186005
S Gehrenseestr. (Berlin);Bushalt Gehrenseestraße vor Gehrenseebrücke;Zugang und ÖV;4;0;13,525826;52,555825;;300186004
S Gehrenseestr. (Berlin);Podest Rampe zum Zugang Gehrenseestraße;Zwischenpunkt;9;-1;13,525743;52,555853;;300186009
S Gehrenseestr. (Berlin);Podest Treppe zum Bahnsteig;Zwischenpunkt;7;-1;13,525450;52,555758;;300186007
S Gehrenseestr. (Berlin);Podest Treppe zum Zugang Gehrenseestraße;Zwischenpunkt;8;-1;13,525609;52,555788;;300186008
S Gehrenseestr. (Berlin);S Gehrenseestr. (Berlin);Bauwerk;186;;13,525653;52,555736;152002;900152002
S Gehrenseestr. (Berlin);Zugang Rampe Gehrenseestraße;Zugang;3;0;13,525989;52,555919;;300186003
S Gehrenseestr. (Berlin);Zugang Treppe Gehrenseestraße;Zugang;2;0;13,525651;52,555755;;300186002
S Greifswalder Str. (Berlin);Bahnhofshalle, Aufzug zum Bahnsteig Gleis 1+2;Zwischenpunkt;14;0;13,438752;52,540346;;300207014
S Greifswalder Str. (Berlin);Bahnhofshalle, Treppe zum Bahnsteig Gleis 1+2;Zwischenpunkt;13;0;13,438801;52,540322;;300207013
S Greifswalder Str. (Berlin);Bahnsteig Gleis 1;ÖV;18;1;13,439303;52,540048;;300207018
S Greifswalder Str. (Berlin);Bahnsteig Gleis 1+2, Aufzug zur Bahnhofshalle;Zwischenpunkt;12;1;13,438760;52,540340;;300207012
S Greifswalder Str. (Berlin);Bahnsteig Gleis 1+2, Treppe zum Zugang Greifswalder Str.;Zwischenpunkt;10;1;13,438594;52,540420;;300207010
S Greifswalder Str. (Berlin);Bahnsteig Gleis 1+2, Treppe zur Bahnhofshalle;Zwischenpunkt;11;1;13,438898;52,540282;;300207011
S Greifswalder Str. (Berlin);Bahnsteig Gleis 2;ÖV;1;1;13,439370;52,540116;;300207001
S Greifswalder Str. (Berlin);Bushaltestelle Greifswalder Straße hinter Storkower Straße;Zugang und ÖV;9;0;13,437510;52,540287;;300207009
S Greifswalder Str. (Berlin);Bushaltestelle Greifswalder Straße vor Storkower Straße;Zugang und ÖV;8;0;13,437918;52,540106;;300207008
S Greifswalder Str. (Berlin);Bushaltestelle Storkower Straße hinter Greifswlder Straße;Zugang und ÖV;5;0;13,439662;52,540842;;300207005
S Greifswalder Str. (Berlin);Bushaltestelle Storkower Straße vor Greifswlder Straße;Zugang und ÖV;6;0;13,439866;52,540998;;300207006
S Greifswalder Str. (Berlin);S Greifswalder Str. (Berlin);Bauwerk;207;;13,438356;52,540724;110003;900110003
S Greifswalder Str. (Berlin);Tramsteig Greifswalder Straße hinter Storkower Straße;Zugang und ÖV;7;0;13,438307;52,540764;;300207007
S Greifswalder Str. (Berlin);Tramsteig Greifswalder Straße vor Storkower Straße;Zugang und ÖV;4;0;13,438553;52,540840;;300207004
S Greifswalder Str. (Berlin);Zugang Greifswalder Straße Bahnhofshalle;Zugang;3;0;13,438830;52,540578;;300207003
S Greifswalder Str. (Berlin);Zugang Greifswalder Straße Treppe zum Bahnsteig Gleis 1+2;Zugang;2;0;13,438516;52,540448;;300207002
S Griebnitzsee Bhf;Bahnsteig Gleis 1;ÖV;1;0;13,127074;52,394451;;300515001
S Griebnitzsee Bhf;Bahnsteig Gleis 2;ÖV;20;0;13,127090;52,394402;;300515020
S Griebnitzsee Bhf;Bahnsteig Gleis 3;ÖV;21;0;13,127826;52,394365;;300515021
S Griebnitzsee Bhf;Bahnsteig Gleis 3, Aufzug zur Unterführung;Zwischenpunkt;23;0;13,128495;52,394451;;300515023
S Griebnitzsee Bhf;Bahnsteig Gleis 3, Treppe zur Unterführung;Zwischenpunkt;22;0;13,128394;52,394413;;300515022
S Griebnitzsee Bhf;Bahnsteig Gleis 5;ÖV;2;0;13,127279;52,394086;;300515002
S Griebnitzsee Bhf;Bahnsteig Regionalbahn, Aufzug zur Unterführung;Zwischenpunkt;13;0;13,128658;52,394185;;300515013
S Griebnitzsee Bhf;Bahnsteig Regionalbahn, Treppe zur Unterführung;Zwischenpunkt;12;0;13,128369;52,394168;;300515012
S Griebnitzsee Bhf;Bahnsteig S-Bahn, Aufzug zur Unterführung;Zwischenpunkt;9;0;13,128582;52,394564;;300515009
S Griebnitzsee Bhf;Bahnsteig S-Bahn, Treppe zur Unterführung;Zwischenpunkt;8;0;13,128342;52,394575;;300515008
S Griebnitzsee Bhf;Bushalt  Prof-Dr-Helmert-Str. Ausstieg;Zugang und ÖV;6;0;13,128915;52,393837;;300515006
S Griebnitzsee Bhf;Bushalt hintere Postiotion auf südlichem Vorplatz;Zugang und ÖV;7;0;13,129168;52,394030;;300515007
S Griebnitzsee Bhf;Bushalt vordere Postiotion auf südlichem Vorplatz;Zugang und ÖV;5;0;13,128904;52,394013;;300515005
S Griebnitzsee Bhf;S Griebnitzsee Bhf;Bauwerk;515;;13,128808;52,393945;230003;900230003
S Griebnitzsee Bhf;Unterführung, Aufzug zum Bahnsteig der Regionalbahn;Zwischenpunkt;15;-1;13,128667;52,394186;;300515015
S Griebnitzsee Bhf;Unterführung, Aufzug zum Bahnsteig der S-Bahn;Zwischenpunkt;11;-1;13,128591;52,394567;;300515011
S Griebnitzsee Bhf;Unterführung, Aufzug zum Bahnsteig Gleis 3;Zwischenpunkt;19;-1;13,128493;52,394456;;300515019
S Griebnitzsee Bhf;Unterführung, Treppe zum Bahnsteig der Regionalbahn;Zwischenpunkt;14;-1;13,128607;52,394183;;300515014
S Griebnitzsee Bhf;Unterführung, Treppe zum Bahnsteig der S-Bahn;Zwischenpunkt;10;-1;13,128505;52,394594;;300515010
S Griebnitzsee Bhf;Unterführung, Treppe zum Bahnsteig Gleis 3;Zwischenpunkt;18;-1;13,128552;52,394429;;300515018
S Griebnitzsee Bhf;Unterführung, Treppe zum Zugangsbereich Rudolf-Breitscheid-Str.;Zwischenpunkt;16;-1;13,128527;52,394708;;300515016
S Griebnitzsee Bhf;Zugang Rudolf-Breitscheid-Str./Griebnitzsee;Zugang;3;0;13,128416;52,395010;;300515003
S Griebnitzsee Bhf;Zugang Universität Potsdam, Prof.-Dr.-Helmert-Str.;Zugang;4;0;13,128294;52,394052;;300515004
S Griebnitzsee Bhf;Zugangsbereich Rudolf-Breitscheid-Str./Treppe zur Unterführung;Zwischenpunkt;17;0;13,128509;52,394775;;300515017
S Grünau (Berlin);Bahnsteig Gleis 1;ÖV;50;1;13,573977;52,412440;;300259050
S Grünau (Berlin);Bahnsteig Gleis 1+2 Aufzug zur Empfangshalle;Zwischenpunkt;42;1;13,573139;52,413110;;300259042
S Grünau (Berlin);Bahnsteig Gleis 1+2 Treppe zur Empfangshalle;Zwischenpunkt;43;1;13,573376;52,412935;;300259043
S Grünau (Berlin);Bahnsteig Gleis 1+2 Treppe zur Unterführung;Zwischenpunkt;44;1;13,574801;52,411844;;300259044
S Grünau (Berlin);Bahnsteig Gleis 2;ÖV;52;1;13,574041;52,412475;;300259052
S Grünau (Berlin);Bahnsteig Gleis 3;ÖV;51;1;13,574209;52,412528;;300259051
S Grünau (Berlin);Bahnsteig Gleis 3+4 Aufzug zur Empfangshalle;Zwischenpunkt;41;1;13,573345;52,413210;;300259041
S Grünau (Berlin);Bahnsteig Gleis 3+4 Treppe zur Empfangshalle;Zwischenpunkt;40;1;13,573577;52,413037;;300259040
S Grünau (Berlin);Bahnsteig Gleis 3+4 Treppe zur Unterführung;Zwischenpunkt;45;1;13,575012;52,411950;;300259045
S Grünau (Berlin);Bahnsteig Gleis 4;ÖV;53;1;13,574268;52,412562;;300259053
S Grünau (Berlin);Bushalt Adlergestell hinter Richterstraße;Zugang und ÖV;3;0;13,574074;52,413398;;300259003
S Grünau (Berlin);Bushalt Adlergestell vor Richterstraße;Zugang und ÖV;13;0;13,573489;52,413699;;300259013
S Grünau (Berlin);Bushalt Adlergestell vor Wassersportallee;Zugang und ÖV;4;0;13,574808;52,413133;;300259004
S Grünau (Berlin);Bushalt Bruno-Traut-Straße hinter Am Wiesenweg;Zugang und ÖV;8;0;13,571581;52,412978;;300259008
S Grünau (Berlin);Bushalt Bruno-Traut-Straße hinter Richterstraße;Zugang und ÖV;6;0;13,571754;52,413035;;300259006
S Grünau (Berlin);Bushalt Bruno-Traut-Straße vor Adlergestell;Zugang und ÖV;12;0;13,572348;52,412857;;300259012
S Grünau (Berlin);Bushalt Bruno-Traut-Straße vor Am Wiesenweg;Zugang und ÖV;14;0;13,571758;52,413110;;300259014
S Grünau (Berlin);Bushalt Bruno-Traut-Straße vor Richterstraße;Zugang und ÖV;7;0;13,571878;52,412971;;300259007
S Grünau (Berlin);Bushalt Richterstraße hinter Bruno-Taut-Straße;Zugang und ÖV;9;0;13,572704;52,412458;;300259009
S Grünau (Berlin);Bushalt Richterstraße vor Bruno-Taut-Straße;Zugang und ÖV;11;0;13,572900;52,412462;;300259011
S Grünau (Berlin);Bushalt Wassersportallee Endstelle;Zugang und ÖV;18;0;13,574170;52,414038;;300259018
S Grünau (Berlin);Empfangshalle Aufzug zum Bahnsteig Gleis 1+2;Zwischenpunkt;32;0;13,573142;52,413110;;300259032
S Grünau (Berlin);Empfangshalle Aufzug zum Bahnsteig Gleis 3+4;Zwischenpunkt;31;0;13,573344;52,413209;;300259031
S Grünau (Berlin);Empfangshalle Treppe zum Bahnsteig Gleis 1+2;Zwischenpunkt;33;0;13,573285;52,413007;;300259033
S Grünau (Berlin);Empfangshalle Treppe zum Bahnsteig Gleis 3+4;Zwischenpunkt;30;0;13,573483;52,413105;;300259030
